Ингредиент,Описание,Категория,Вода,Белки,Углеводы,Жиры всего,Калории,Кальций,Медь,Железо,Магний,Фосфор,Калий,Натрий,Цинк,Марганец,Витамин A (МЕ),Витамин A (RAE),Витамин B12,Витамин B6,Витамин C,Витамин E,Витамин K,Селен,Тиамин (B1),Холестерин,Клетчатка,Сахара всего,Мононенасыщенные жиры,Полиненасыщенные жиры,Насыщенные жиры,Альфа-каротин,Зола,Бета-каротин,Бета-криптоксантин,Холин,Лютеин и зеаксантин,Ликопин,Ниацин (B3),Пантотеновая кислота (B5),Ретинол (витамин A),Рибофлавин (B2)
PORK,"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,RAW",Мясо,74.97,20.65,0.0,3.53,120,6,0.089,0.97,27,243,393,52,1.87,0.014,2,0,0.52,0.765,0.0,0.22,0.0,30.3,0.982,65,0.0,0.0,1.355,0.562,1.181,0,1.01,0,0,80,0,0,6.61,0.837,0,0.337
PORK,"PORK,FRESH,GROUND,RAW",Мясо,61.06,16.88,0.0,21.19,263,14,0.045,0.88,19,175,287,56,2.2,0.01,7,2,0.7,0.383,0.7,0.0,0.0,24.6,0.732,72,0.0,0.0,9.44,1.91,7.87,0,0.87,0,0,0,0,0,4.338,0.668,2,0.235
PORK,"PORK,FRESH,GROUND,COOKED",Мясо,52.75,25.69,0.0,20.77,297,22,0.044,1.29,24,226,362,73,3.21,0.011,8,2,0.54,0.391,0.7,0.21,0.0,35.4,0.706,94,0.0,0.0,9.25,1.87,7.72,0,1.29,0,0,88,0,0,4.206,0.52,2,0.22
PORK,"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,CKD,BRLD",Мясо,61.09,29.86,0.0,8.11,201,5,0.067,1.39,35,290,444,64,2.89,0.012,7,2,0.98,0.515,1.0,0.0,0.0,47.7,0.968,94,0.0,0.0,3.34,0.74,2.93,0,2.49,0,0,0,0,0,5.054,0.899,2,0.378
PORK,"PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,BRLD",Мясо,62.3,30.42,0.0,6.33,187,5,0.068,1.43,36,295,451,65,2.95,0.012,7,2,1.0,0.528,1.0,0.0,0.0,51.6,0.988,94,0.0,0.0,2.58,0.56,2.24,0,2.55,0,0,0,0,0,5.135,0.917,2,0.387
PORK,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,RAW",Мясо,70.14,21.34,0.0,8.33,166,7,0.056,0.53,24,216,358,47,1.73,0.007,5,2,0.54,0.718,0.0,0.12,0.0,26.5,0.426,64,0.0,0.0,3.355,1.022,2.76,0,0.97,0,0,57,0,0,5.566,0.722,2,0.181
PORK,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,RAW",Мясо,73.28,22.39,0.0,4.06,132,5,0.058,0.54,26,225,374,49,1.8,0.007,0,0,0.51,0.755,0.0,0.13,0.0,27.7,0.443,63,0.0,0.0,1.595,0.396,1.241,0,1.01,0,0,60,0,0,5.745,0.745,0,0.187
PORK,"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN&FAT,RAW",Мясо,66.83,19.53,0.0,12.9,200,19,0.059,0.82,21,195,352,51,1.87,0.011,7,2,0.63,0.456,0.6,0.18,0.0,28.3,0.892,64,0.0,0.0,5.75,1.37,4.47,0,0.96,0,0,69,0,0,4.492,0.729,2,0.253
PORK,"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN&FAT,CKD",Мясо,59.43,26.07,0.0,13.67,235,20,0.07,0.93,24,222,345,55,2.56,0.006,7,2,0.68,0.561,0.1,0.12,0.0,41.8,0.679,83,0.0,0.0,5.761,1.368,4.706,0,1.07,0,0,63,0,0,6.368,0.727,2,0.293
PORK,"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN,RAW",Мясо,72.23,21.23,0.0,5.88,144,17,0.065,0.88,23,209,384,54,1.99,0.012,7,2,0.66,0.51,0.6,0.0,0.0,32.4,0.98,60,0.0,0.0,2.66,0.63,2.03,0,1.05,0,0,0,0,0,4.825,0.789,2,0.272
PORK,"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN,CKD",Мясо,60.3,29.47,0.0,9.44,211,22,0.053,1.07,26,234,377,57,2.87,0.015,7,2,0.75,0.435,0.4,0.0,0.0,45.4,0.873,85,0.0,0.0,4.22,0.71,3.34,0,1.19,0,0,0,0,0,5.251,0.692,2,0.344
PORK,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,ENH,LN,CKD,PAN-BROIL",Мясо,64.49,28.95,0.0,5.0,169,10,0.063,0.63,28,320,517,209,2.02,0.0,0,0,0.52,0.489,0.0,0.23,0.0,37.7,0.631,75,0.0,0.0,2.406,0.691,1.797,0,1.68,0,0,99,0,0,10.323,0.786,0,0.188
PORK,"PORK,CURED,BACON,CKD,BKD",Мясо,12.52,35.73,1.35,43.27,548,10,0.182,1.49,30,506,539,2193,3.36,0.022,37,11,1.16,0.309,0.0,0.32,0.1,59.0,0.348,107,0.0,0.0,19.065,4.859,14.187,0,7.12,0,0,119,0,0,10.623,1.033,11,0.251
PORK,"PORK,CURED,BACON,CKD,MICROWAVED",Мясо,16.49,38.62,1.05,37.27,505,11,0.142,1.28,31,480,498,2073,3.7,0.022,37,11,1.58,0.433,0.0,0.31,0.1,65.8,0.598,117,0.0,0.0,16.336,4.372,12.102,0,6.57,0,0,125,0,0,10.15,1.265,11,0.25
PORK,"PORK,CURED,BACON,CKD,PAN-FRIED",Мясо,12.12,38.34,1.5,40.3,533,12,0.146,1.38,36,561,591,2428,3.64,0.022,37,11,1.3,0.389,0.0,0.3,0.0,65.0,0.459,113,0.0,0.0,17.976,4.447,13.291,0,7.74,0,0,131,0,0,11.575,1.31,11,0.277
PORK,"PORK,FRSH,VAR MEATS & BY-PRODUCTS,STOMACH,CKD,SIMMRD",Мясо,70.72,21.4,0.09,7.26,157,15,0.239,1.23,15,129,85,40,2.92,0.071,0,0,0.48,0.021,0.0,0.09,0.0,40.3,0.04,316,0.0,0.0,2.126,0.738,2.99,0,0.52,0,0,0,0,0,1.38,0.566,0,0.188
PORK,"PORK,BACON,RENDERED FAT,CKD",Мясо,0.25,0.07,0.0,99.5,898,1,0.022,0.13,0,9,15,27,0.06,0.006,37,11,0.09,0.005,0.0,0.0,0.0,5.7,0.004,97,0.0,0.0,41.435,10.535,31.991,0,0.16,0,0,6,0,0,0.725,0.007,11,0.015
PORK,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN,UNHTD",Мясо,77.03,15.43,0.56,3.48,95,7,0.091,1.13,16,235,205,1170,1.37,0.022,29,9,0.54,0.265,0.0,0.16,0.0,28.8,0.235,53,0.0,0.670000017,1.575,0.379,1.227,0,3.49,0,0,64,0,0,5.32,0.377,9,0.213
PORK,"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN,HTD,PAN-BROIL",Мясо,68.58,22.04,1.03,4.3,131,11,0.118,1.12,20,260,289,1374,2.29,0.022,38,12,0.58,0.461,0.0,0.26,0.0,30.0,0.384,65,0.0,1.669999957,1.989,0.687,1.439,0,4.06,0,0,90,0,0,5.436,0.726,12,0.182
PORK,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN,HTD,PAN-BROIL",Мясо,70.21,20.9,1.35,3.63,122,12,0.113,0.93,19,258,289,1237,2.25,0.022,38,11,0.46,0.449,0.0,0.13,0.0,24.5,0.383,64,0.0,1.100000024,1.662,0.517,1.217,0,3.9,0,0,92,0,0,5.023,0.596,11,0.184
PORK,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BNLESS,LN,HTD,PAN-BROIL",Мясо,71.2,15.09,4.38,5.06,123,8,0.085,0.74,17,240,272,1390,1.64,0.037,44,13,0.44,0.335,0.0,0.12,0.0,32.6,0.308,45,0.0,4.690000057,2.125,0.69,1.528,0,4.27,0,0,65,0,0,4.285,0.689,13,0.137
PORK,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN,UNHTD",Мясо,73.05,14.07,4.0,4.86,116,8,0.107,0.78,17,229,268,1310,1.6,0.04,45,13,0.34,0.294,0.0,0.14,0.0,29.4,0.284,43,0.0,4.21999979,2.041,0.644,1.447,0,4.01,0,0,65,0,0,3.87,0.661,13,0.146
PORK,"PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN,HTD,PAN-BROIL",Мясо,65.87,27.75,0.0,4.38,150,12,0.096,1.2,23,291,358,835,3.03,0.022,45,13,0.6,0.392,0.0,0.23,0.0,51.0,0.308,80,0.0,0.0,1.351,0.577,1.11,0,2.85,0,0,139,0,0,9.01,0.469,13,0.261
PORK,"PORK,CURED,HAM -- H2O ADDED,SLICE,BNLESS,LN,HTD,PAN-BROIL",Мясо,72.06,18.82,1.24,4.09,117,9,0.113,0.86,21,284,337,1223,1.94,0.022,43,13,0.47,0.435,0.0,0.24,0.0,39.3,0.409,54,0.0,1.75,1.879,0.54,1.401,0,3.79,0,0,79,0,0,5.895,0.762,13,0.19
PORK,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN,UNHTD",Мясо,73.95,17.34,1.18,3.97,110,8,0.101,0.86,19,265,317,1141,1.79,0.022,42,13,0.47,0.413,0.0,0.21,0.0,35.1,0.402,50,0.0,1.450000048,1.938,0.577,1.428,0,3.56,0,0,72,0,0,5.473,0.734,13,0.187
PORK,"PORK,CURED,HAM W/ NAT JUICES,SLICE,BNLESS,LN,HTD,PAN-BROIL",Мясо,71.1,20.95,0.99,3.16,116,6,0.271,0.94,22,322,364,1163,2.14,0.026,44,13,0.42,0.506,0.0,0.22,0.0,37.0,0.514,57,0.0,1.049999952,1.333,0.424,0.975,0,3.81,0,0,82,0,0,7.395,0.841,13,0.218
PORK,"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN,UNHTD",Мясо,72.85,19.44,0.95,3.21,110,6,0.142,0.87,21,303,347,1098,1.98,0.025,44,13,0.41,0.474,0.0,0.26,0.0,34.5,0.531,53,0.0,1.029999971,1.274,0.4,0.934,0,3.56,0,0,75,0,0,6.877,0.788,13,0.209
PORK,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN,UNHTD",Мясо,76.53,18.65,0.0,1.87,91,7,0.097,0.76,18,229,229,1040,1.99,0.022,29,9,0.31,0.246,0.0,0.22,0.0,40.0,0.322,50,0.0,0.709999979,0.806,0.27,0.592,0,3.09,0,0,77,0,0,3.59,0.46,9,0.218
PORK,"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN,UNHTD",Мясо,76.75,17.38,0.32,2.29,91,9,0.198,1.08,17,235,221,1090,1.86,0.022,28,9,0.39,0.295,0.0,0.19,0.0,35.3,0.374,54,0.0,1.230000019,1.061,0.367,0.768,0,3.26,0,0,70,0,0,4.71,0.426,9,0.214
PORK,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,UNHTD",Мясо,74.32,17.93,1.24,3.38,107,10,0.117,0.67,18,218,221,1070,1.65,0.022,32,10,0.58,0.247,0.0,0.18,0.0,40.3,0.282,58,0.0,0.970000029,1.53,0.456,1.105,0,3.14,0,0,81,0,0,4.09,0.462,10,0.222
PORK,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN,UNHTD",Мясо,75.54,14.47,2.82,3.78,103,9,0.137,1.5,14,222,209,1160,1.66,0.022,31,9,0.48,0.362,0.0,0.11,0.0,13.0,0.423,49,0.0,0.910000026,1.73,0.538,1.266,0,3.39,0,0,73,0,0,4.38,0.387,9,0.178
PORK,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,UNHTD,LN",Мясо,73.97,17.53,1.2,4.18,113,8,0.134,0.97,15,209,234,1090,2.19,0.022,32,9,0.55,0.267,0.0,0.25,0.0,28.1,0.696,52,0.0,1.059999943,1.849,0.671,1.384,0,3.11,0,0,86,0,0,3.58,0.632,9,0.225
PORK,"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN,UNHTD",Мясо,70.8,22.71,0.06,3.47,122,9,0.109,1.05,21,253,303,893,2.4,0.022,34,10,0.51,0.336,0.0,0.24,0.0,41.0,0.265,68,0.0,0.430000007,1.632,0.582,1.16,0,2.96,0,0,102,0,0,7.23,0.377,10,0.225
PORK,"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN,UNHTD",Мясо,70.5,25.11,0.0,3.33,130,7,0.117,1.1,20,250,299,809,2.79,0.022,33,10,0.37,0.393,0.0,0.26,0.0,52.3,0.235,63,0.0,0.300000012,1.595,0.402,1.048,0,2.63,0,0,97,0,0,5.28,0.516,10,0.246
PORK,"PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN,UNHTD",Мясо,70.29,24.34,0.0,2.87,123,9,0.097,1.1,20,258,300,861,2.3,0.022,39,12,0.6,0.352,0.0,0.2,0.0,46.5,0.24,63,0.0,0.0,0.884,0.378,0.726,0,2.8,0,0,125,0,0,6.59,0.413,12,0.251
PORK,"PORK,CURED,HAM W/ NAT JUICES,SPIRAL SLICE,BNLESS,LN,UNHTD",Мясо,72.46,19.25,0.63,3.26,109,4,0.171,0.76,20,283,317,895,1.65,0.0,39,12,0.44,0.365,0.0,0.17,0.0,37.9,0.399,57,0.0,1.220000029,1.384,0.585,1.009,0,4.39,0,0,78,0,0,5.733,0.0,12,0.196
PORK,"PORK,CURED,HAM,FAT,BNLESS,HTD",Мясо,35.47,8.77,2.0,51.57,507,6,0.33,0.53,16,169,195,677,1.14,0.022,42,12,0.31,0.201,0.0,0.35,0.0,16.0,0.278,72,0.0,0.280000001,23.798,6.47,17.048,0,2.19,0,0,0,0,0,3.08,0.413,12,0.096
PORK,"PORK,CURED,HAM,FAT,BNLESS,UNHTD",Мясо,35.65,7.5,1.87,53.0,515,4,0.097,0.5,11,143,174,616,1.14,0.022,44,13,0.31,0.187,0.0,0.76,0.0,15.8,0.233,61,0.0,0.439999998,23.902,6.901,17.433,0,1.98,0,0,31,0,0,2.57,0.345,13,0.021
PORK,"PORK,PICKLED PORK HOCKS",Мясо,68.02,19.11,0.0,10.54,171,19,0.082,1.14,6,60,47,1050,2.38,0.022,76,23,0.51,0.064,0.0,0.17,0.0,26.3,0.08,89,0.0,0.0,5.134,1.198,3.231,0,2.76,0,0,0,0,0,1.1,0.344,23,0.068
PORK,"PORK,CURED,HAM,SLICE,BONE-IN,LN,HTD,PAN-BROIL",Мясо,65.33,27.18,0.23,4.09,146,15,0.426,1.42,25,296,427,870,3.04,0.022,0,0,0.66,0.54,0.0,0.3,0.0,25.3,0.575,73,0.0,0.74000001,1.613,0.644,1.253,0,3.17,0,0,113,0,0,7.767,0.758,0,0.317
PORK,"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN & FAT,UNHTD",Мясо,72.68,19.38,0.95,3.43,112,6,0.142,0.87,21,302,346,1096,1.97,0.025,44,13,0.41,0.473,0.0,0.26,0.0,34.4,0.53,53,0.0,1.019999981,1.372,0.428,1.005,0,3.56,0,0,75,0,0,6.859,0.786,13,0.209
PORK,"PORK,CURED,HAM W/ NAT JUICES,SPIRL SLCE,BNLES,LN & FAT,UNHTD",Мясо,70.62,18.66,0.69,5.75,129,4,0.168,0.75,19,276,310,881,1.63,0.001,39,12,0.43,0.356,0.0,0.2,0.0,36.8,0.391,57,0.0,1.179999948,2.513,0.902,1.833,0,4.27,0,0,76,0,0,5.575,0.017,12,0.187
PORK,"PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN & FAT,UNHTD",Мясо,67.16,22.82,0.17,7.4,159,9,0.097,1.05,19,248,289,839,2.2,0.022,39,12,0.57,0.337,0.0,0.25,0.0,43.7,0.239,63,0.0,0.039999999,2.965,0.967,2.236,0,2.73,0,0,117,0,0,6.227,0.407,12,0.23
PORK,"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN & FAT,UNHTD",Мясо,65.04,22.35,0.29,11.11,191,6,0.114,1.01,19,233,279,779,2.53,0.022,35,10,0.36,0.361,0.0,0.34,0.0,46.6,0.235,62,0.0,0.319999993,5.088,1.419,3.614,0,2.53,0,0,87,0,0,4.856,0.489,10,0.211
PORK,"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN & FAT,UNHTD",Мясо,63.86,19.7,0.42,13.26,200,8,0.107,0.94,19,231,278,838,2.15,0.022,36,11,0.47,0.306,0.0,0.34,0.0,36.0,0.259,67,0.0,0.430000007,6.03,1.83,4.373,0,2.76,0,0,88,0,0,6.31,0.371,11,0.185
PORK,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,UNHTD",Мясо,72.96,14.05,4.0,4.99,117,8,0.107,0.78,17,228,267,1308,1.59,0.04,45,13,0.34,0.294,0.0,0.15,0.0,29.4,0.284,43,0.0,4.210000038,2.098,0.66,1.489,0,4.0,0,0,65,0,0,3.867,0.66,13,0.146
PORK,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN & FAT,UNHTD",Мясо,71.07,13.69,2.72,9.29,149,8,0.132,1.39,14,213,205,1099,1.6,0.022,33,10,0.46,0.342,0.0,0.18,0.0,13.3,0.402,50,0.0,0.850000024,4.212,1.25,3.076,0,3.23,0,0,68,0,0,4.177,0.382,10,0.16
PORK,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,UNHTD",Мясо,61.56,14.28,1.42,20.0,243,6,0.122,0.82,14,188,215,936,1.85,0.022,36,11,0.47,0.241,0.0,0.41,0.0,24.1,0.546,55,0.0,0.860000014,8.993,2.689,6.583,0,2.74,0,0,68,0,0,3.253,0.539,11,0.159
PORK,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,UNHTD",Мясо,67.5,16.09,1.35,12.13,179,9,0.113,0.64,17,205,213,990,1.56,0.022,34,10,0.53,0.236,0.0,0.28,0.0,36.0,0.273,58,0.0,0.879999995,5.475,1.592,3.984,0,2.93,0,0,72,0,0,3.822,0.441,10,0.186
PORK,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN & FAT,UNHTD",Мясо,72.85,17.06,1.2,5.38,121,8,0.101,0.85,19,262,312,1126,1.77,0.022,42,13,0.46,0.407,0.0,0.23,0.0,34.6,0.397,50,0.0,1.419999957,2.571,0.759,1.889,0,3.52,0,0,71,0,0,5.389,0.723,13,0.183
PORK,"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN & FAT,UNHTD",Мясо,69.88,15.73,0.58,10.77,162,8,0.181,0.98,16,220,213,1011,1.74,0.022,31,9,0.38,0.277,0.0,0.29,0.0,32.0,0.35,55,0.0,1.100000024,4.88,1.459,3.554,0,3.04,0,0,63,0,0,4.352,0.412,9,0.182
PORK,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,UNHTD",Мясо,69.21,16.65,0.33,11.02,167,7,0.097,0.72,17,214,219,964,1.84,0.022,32,9,0.31,0.235,0.0,0.32,0.0,35.7,0.306,52,0.0,0.660000026,4.975,1.457,3.607,0,2.89,0,0,69,0,0,3.407,0.439,9,0.183
PORK,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN & FAT,UNHTD",Мясо,69.49,13.99,0.8,12.5,172,6,0.092,1.02,15,218,199,1069,1.33,0.022,32,10,0.5,0.251,0.0,0.27,0.0,26.4,0.235,54,0.0,0.620000005,5.639,1.566,4.176,0,3.22,0,0,58,0,0,4.819,0.371,10,0.178
PORK,"PORK,CURED,HAM -- H2O ADDED,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",Мясо,65.48,20.8,1.12,8.73,166,11,0.137,1.07,19,251,280,1309,2.19,0.022,39,12,0.56,0.437,0.0,0.27,0.0,28.7,0.374,66,0.0,1.539999962,4.032,1.229,2.901,0,3.89,0,0,82,0,0,5.215,0.697,12,0.174
PORK,"PORK,CURED,HAM -- H2O ADDED,SLCE,BNLESS,LN & FAT,HTD,PAN-BRL",Мясо,71.32,18.62,1.26,5.05,125,9,0.117,0.85,21,281,334,1212,1.93,0.022,43,13,0.47,0.43,0.0,0.24,0.0,38.8,0.406,54,0.0,1.720000029,2.321,0.659,1.717,0,3.76,0,0,78,0,0,5.838,0.755,13,0.188
PORK,"PORK,CURED,HAM & H2O PRDCT,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",Мясо,67.21,19.85,1.41,7.78,155,11,0.131,0.9,19,250,281,1188,2.16,0.022,38,11,0.44,0.427,0.0,0.15,0.0,23.8,0.374,64,0.0,1.029999971,3.577,1.032,2.586,0,3.75,0,0,84,0,0,4.855,0.58,11,0.177
PORK,"PORK,CURED,HAM & H2O PRDCT,SLICE,BNLESS,LN & FAT,HTD,PAN-BRL",Мясо,71.14,15.08,4.38,5.13,124,8,0.085,0.74,17,240,272,1389,1.63,0.037,44,13,0.44,0.335,0.0,0.13,0.0,32.6,0.308,45,0.0,4.690000057,2.16,0.699,1.553,0,4.27,0,0,64,0,0,4.283,0.689,13,0.137
PORK,"PORK,CURED,HAM W/ NAT JUICS,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",Мясо,63.36,26.18,0.17,8.28,180,12,0.115,1.15,22,280,344,821,2.87,0.022,44,13,0.58,0.376,0.0,0.24,0.0,48.2,0.306,80,0.0,0.02,3.206,1.064,2.427,0,2.8,0,0,127,0,0,8.52,0.464,13,0.247
PORK,"PORK,CURED,HAM W/ NAT JUICS,SLICE,BNLES,LN & FAT,HTD,PAN-BRL",Мясо,70.93,20.89,0.99,3.4,118,6,0.272,0.93,22,321,363,1160,2.13,0.026,44,13,0.42,0.504,0.0,0.22,0.0,36.9,0.513,58,0.0,1.039999962,1.445,0.454,1.054,0,3.8,0,0,82,0,0,7.374,0.839,13,0.217
PORK,"PORK,CURED,HAM,RUMP,BONE-IN,LN,UNHTD",Мясо,69.56,24.46,0.32,2.92,125,7,0.868,1.08,24,267,385,737,2.61,0.022,0,0,0.56,0.514,0.0,0.26,0.0,21.4,0.519,63,0.0,0.0,1.017,0.535,0.874,0,2.74,0,0,92,0,0,6.987,0.632,0,0.225
PORK,"PORK,CURED,HAM,SHANK,BONE-IN,LN,UNHTD",Мясо,69.79,23.79,0.18,3.19,125,6,0.386,0.99,22,258,364,846,2.34,0.022,0,0,0.58,0.467,0.0,0.24,0.0,21.2,0.476,61,0.0,0.0,1.24,0.512,0.981,0,3.05,0,0,90,0,0,6.97,0.662,0,0.249
PORK,"PORK,CURED,HAM,SHANK,BONE-IN,LN & FAT,UNHTD",Мясо,65.23,21.61,0.41,9.85,177,6,0.347,0.92,20,243,339,816,2.18,0.022,6,2,0.54,0.429,0.0,0.31,0.0,20.5,0.444,61,0.0,0.059999999,4.269,1.366,3.18,0,2.91,0,0,82,0,0,6.382,0.62,2,0.218
PORK,"PORK,CURED,HAM,SLICE,BONE-IN,LN & FAT,HTD,PAN-BROIL",Мясо,62.57,25.48,0.39,8.48,180,14,0.417,1.34,25,285,405,852,2.87,0.022,4,1,0.63,0.509,0.0,0.3,0.0,24.4,0.547,73,0.0,0.699999988,3.665,1.183,2.714,0,3.08,0,0,102,0,0,7.333,0.726,1,0.296
PORK,"PORK,CURED,HAM,SLICE,BONE-IN,LN,UNHTD",Мясо,69.97,24.36,0.0,3.59,130,13,0.148,1.23,23,263,370,760,2.43,0.022,0,0,0.6,0.482,0.0,0.29,0.3,22.3,0.492,65,0.0,0.0,1.414,0.565,1.099,0,2.79,0,0,93,0,0,6.493,0.683,0,0.251
PORK,"PORK,CURED,HAM,SLICE,BONE-IN,LN & FAT,UNHTD",Мясо,66.09,22.45,0.21,9.17,173,12,0.142,1.15,22,250,348,744,2.29,0.022,5,1,0.57,0.448,0.0,0.34,0.3,21.5,0.462,65,0.0,0.050000001,3.955,1.281,2.945,0,2.7,0,0,86,0,0,6.05,0.645,1,0.225
PORK,"PORK,FRSH,ENHANCED,COMP OF FAT,RAW",Мясо,38.32,9.27,0.0,52.33,508,22,0.055,0.47,9,121,191,81,0.9,0.006,0,0,1.47,0.275,0.0,0.04,0.0,11.1,0.204,83,0.0,0.0,21.538,7.532,18.488,0,0.72,0,0,34,0,0,3.23,0.611,0,0.103
PORK,"PORK,FRSH,ENHANCED,LOIN,TENDERLOIN,LN,RAW",Мясо,76.91,20.39,0.0,2.09,106,4,0.103,0.92,23,290,527,243,1.73,0.011,0,0,0.5,0.756,0.0,0.21,0.0,35.2,0.757,48,0.0,0.0,0.762,0.352,0.671,0,1.56,0,0,79,0,0,6.45,0.824,0,0.337
PORK,"PORK,FRSH,ENHCED,SHLDR,(BOSTON BUTT),BLDE (STKS),LN,CKD,BRSD",Мясо,59.2,27.58,0.0,12.14,227,26,0.208,1.82,21,234,388,154,4.85,0.012,0,0,0.94,0.488,0.0,0.11,0.0,45.3,0.424,98,0.0,0.0,5.702,1.29,4.62,0,1.21,0,0,113,0,0,3.575,1.419,0,0.381
PORK,"PORK,FRSH,ENHANCED,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,RAW",Мясо,74.85,18.29,0.18,5.36,122,14,0.125,1.04,19,223,419,165,3.1,0.01,0,0,0.89,0.509,0.0,0.23,0.0,28.8,0.512,59,0.0,0.0,2.329,0.581,1.873,0,1.32,0,0,77,0,0,3.837,1.531,0,0.367
PORK,"PORK,FRSH,ENHANCED,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRLD",Мясо,70.39,24.81,0.0,3.53,131,5,0.053,0.5,25,308,524,237,1.69,0.006,0,0,0.5,0.65,0.0,0.08,0.0,46.0,0.522,52,0.0,0.0,1.539,0.351,1.206,0,1.77,0,0,70,0,0,9.035,0.623,0,0.19
PORK,"PORK,FRSH,ENHANCED,LOIN,TOP LOIN (CHOPS),BNLESS,LN,RAW",Мясо,74.88,21.78,0.0,2.51,110,5,0.068,0.44,24,296,489,232,1.43,0.006,0,0,0.5,0.735,0.0,0.12,0.0,40.6,0.54,47,0.0,0.0,1.134,0.269,0.886,0,1.69,0,0,58,0,0,8.795,0.725,0,0.202
PORK,"PORK,FRSH,ENHANCED,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,RAW",Мясо,73.63,21.35,0.0,4.21,123,5,0.068,0.44,23,290,479,226,1.41,0.006,0,0,0.53,0.719,0.0,0.12,0.0,39.6,0.529,48,0.0,0.0,1.83,0.516,1.486,0,1.66,0,0,57,0,0,8.605,0.721,0,0.199
PORK,"PORK,FRSH,ENHCD,LN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRLD",Мясо,69.4,24.46,0.01,4.86,142,6,0.053,0.51,24,304,517,234,1.67,0.006,0,0,0.52,0.64,0.0,0.09,0.0,45.3,0.516,53,0.0,0.0,2.085,0.542,1.678,0,1.75,0,0,70,0,0,8.916,0.62,0,0.189
PORK,"PORK,FRSH,ENHANCED,LOIN,TENDERLOIN,LN & FAT,RAW",Мясо,76.1,20.16,0.0,3.14,109,5,0.102,0.91,23,286,519,239,1.72,0.01,0,0,0.52,0.746,0.0,0.21,0.0,34.7,0.745,49,0.0,0.0,1.198,0.503,1.045,0,1.54,0,0,78,0,0,6.382,0.819,0,0.333
PORK,"PORK,FRSH,ENHCD,SHLDR,(BOSTON BUTT),BLDE (STKS),LN & FAT,RAW",Мясо,70.36,17.19,0.16,11.12,169,15,0.116,0.97,18,211,391,155,2.83,0.01,0,0,0.96,0.48,0.0,0.21,0.0,26.6,0.474,62,0.0,0.0,4.686,1.434,3.912,0,1.25,0,0,72,0,0,3.763,1.418,0,0.335
