Ингредиент,Описание,Категория,Вода,Белки,Углеводы,Жиры всего,Калории,Кальций,Медь,Железо,Магний,Фосфор,Калий,Натрий,Цинк,Марганец,Витамин A (МЕ),Витамин A (RAE),Витамин B12,Витамин B6,Витамин C,Витамин E,Витамин K,Селен,Тиамин (B1),Холестерин,Клетчатка,Сахара всего,Мононенасыщенные жиры,Полиненасыщенные жиры,Насыщенные жиры,Альфа-каротин,Зола,Бета-каротин,Бета-криптоксантин,Холин,Лютеин и зеаксантин,Ликопин,Ниацин (B3),Пантотеновая кислота (B5),Ретинол (витамин A),Рибофлавин (B2)
LAMB,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW",Мясо,73.68,20.48,0.0,5.64,138,10,0.179,1.75,23,195,328,80,3.5,0.017,0,0,3.01,0.406,0.0,0.0,0.0,9.8,0.155,63,0.0,0.0,2.293,0.267,2.308,0,1.03,0,0,0,0,0,5.56,0.53,0,0.32
LAMB,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHOPS,BNLESS,LN&FAT,1/8""FAT,RAW",Мясо,66.86,18.33,0.0,14.38,208,11,0.139,1.75,22,192,308,59,3.21,0.014,0,0,2.72,0.362,0.0,0.0,0.0,7.1,0.14,66,0.0,0.0,5.878,0.649,6.898,0,0.86,0,0,0,0,0,4.996,0.49,0,0.288
LAMB,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHPS,BNLESS,LN&FT,1/8""FT,CKD,BRLD",Мясо,59.95,25.75,0.0,13.83,235,14,0.162,2.34,25,224,336,64,4.83,0.015,0,0,3.05,0.43,0.0,0.0,0.0,10.1,0.128,85,0.0,0.0,5.567,0.595,6.414,0,0.99,0,0,0,0,0,5.433,0.929,0,0.391
LAMB,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN CHOPS,BNLESS,LN,1/8""FAT,RAW",Мясо,74.13,20.43,0.0,4.91,132,9,0.156,1.94,25,214,342,64,3.58,0.016,0,0,3.01,0.406,0.0,0.0,0.0,8.0,0.155,64,0.0,0.0,2.034,0.267,1.948,0,0.95,0,0,0,0,0,5.56,0.53,0,0.32
LAMB,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHOPS,BNLESS,LN,1/8""FAT,CKD,BRLD",Мясо,64.08,27.63,0.0,7.8,188,13,0.173,2.48,26,237,354,66,5.21,0.015,0,0,3.19,0.46,0.0,0.0,0.0,10.8,0.135,85,0.0,0.0,3.177,0.396,3.159,0,1.05,0,0,0,0,0,5.725,0.99,0,0.42
LAMB,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLICE,BONE-IN,LN&FAT,1/8""FAT,RAW",Мясо,68.46,19.17,0.0,12.56,195,10,0.144,1.81,23,199,318,61,3.32,0.015,0,0,2.81,0.375,0.0,0.0,0.0,7.4,0.145,65,0.0,0.0,5.146,0.591,5.813,0,0.98,0,0,0,0,0,5.167,0.502,0,0.298
LAMB,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLCE,BNE-IN,LN&FT,1/8""FT,CKD,BRLD",Мясо,61.99,25.54,0.0,11.78,215,14,0.165,2.38,25,228,342,65,4.95,0.015,0,0,3.1,0.44,0.0,0.0,0.0,13.5,0.13,85,0.0,0.0,4.755,0.526,5.32,0,1.03,0,0,0,0,0,5.527,0.949,0,0.4
LAMB,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLICE,BONE-IN,LN,1/8""FAT,RAW",Мясо,73.45,20.65,0.0,6.08,143,9,0.156,1.94,25,214,342,64,3.58,0.016,0,0,3.01,0.406,0.0,0.0,0.0,8.0,0.155,64,0.0,0.0,2.519,0.331,2.413,0,1.05,0,0,0,0,0,5.56,0.53,0,0.32
LAMB,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLICE,BONE-IN,LN,1/8""FAT,CKD,BRLD",Мясо,64.85,26.75,0.0,7.68,183,13,0.173,2.48,26,237,354,66,5.21,0.015,0,0,3.19,0.46,0.0,0.0,0.0,14.2,0.135,85,0.0,0.0,3.129,0.39,3.111,0,1.08,0,0,0,0,0,5.725,0.99,0,0.42
LAMB,"LAMB,AUS,IMP,FRSH,LOIN,LN&FAT,1/8""FAT,RAW",Мясо,66.8,19.32,0.0,13.38,203,15,0.13,1.66,22,185,302,70,2.5,0.013,0,0,1.76,0.445,0.0,0.0,0.0,8.2,0.169,66,0.0,0.0,5.374,0.54,6.401,0,0.88,0,0,0,0,0,6.652,0.615,0,0.29
LAMB,"LAMB,AUS,IMP,FRSH,LOIN,LN&FAT,1/8""FAT,CKD,BRLD",Мясо,62.0,25.49,0.0,12.25,219,21,0.15,2.12,25,214,331,78,3.36,0.013,0,0,2.0,0.493,0.0,0.0,0.0,9.6,0.173,82,0.0,0.0,4.888,0.486,5.572,0,1.03,0,0,0,0,0,7.831,0.813,0,0.322
LAMB,"LAMB,AUS,IMP,FRSH,LOIN,LN,1/8""FAT,RAW",Мясо,72.17,21.0,0.0,6.24,146,15,0.141,1.79,24,199,327,75,2.69,0.014,0,0,1.85,0.488,0.0,0.0,0.0,9.0,0.183,64,0.0,0.0,2.463,0.261,2.673,0,0.95,0,0,0,0,0,7.283,0.66,0,0.313
LAMB,"LAMB,AUS,IMP,FRSH,LOIN,LN,1/8""FAT,CKD,BRLD",Мясо,64.45,26.53,0.0,8.75,192,21,0.156,2.18,26,220,340,80,3.48,0.014,0,0,2.01,0.514,0.0,0.0,0.0,10.3,0.18,81,0.0,0.0,3.499,0.367,3.687,0,1.07,0,0,0,0,0,8.15,0.84,0,0.333
LAMB,"LAMB,AUS,IMP,FRSH,RIB,LN&FAT,1/8""FAT,RAW",Мясо,59.01,16.46,0.0,24.2,289,13,0.12,1.34,18,156,254,68,2.51,0.009,0,0,1.62,0.347,0.0,0.0,0.0,6.9,0.145,68,0.0,0.0,9.765,0.985,11.925,0,0.75,0,0,0,0,0,5.103,0.501,0,0.232
LAMB,"LAMB,AUS,IMP,FRSH,RIB,LN,1/8""FAT,RAW",Мясо,71.17,20.12,0.0,8.2,160,10,0.147,1.59,22,186,305,81,3.03,0.012,0,0,1.82,0.432,0.0,0.0,0.0,8.7,0.177,66,0.0,0.0,3.242,0.32,3.533,0,0.9,0,0,0,0,0,6.303,0.587,0,0.277
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,RAW",Мясо,62.7,16.68,0.0,20.47,256,18,0.113,1.26,18,156,267,76,4.09,0.01,0,0,2.61,0.261,0.0,0.0,0.0,3.3,0.107,66,0.0,0.0,8.284,0.84,9.907,0,0.78,0,0,0,0,0,4.001,0.678,0,0.213
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CKD",Мясо,55.31,23.58,0.0,21.65,296,28,0.137,1.78,21,183,288,85,5.85,0.014,0,0,3.29,0.204,0.0,0.0,0.0,4.5,0.094,89,0.0,0.0,8.537,0.822,10.324,0,0.96,0,0,0,0,0,4.415,0.717,0,0.267
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,RAW",Мясо,72.39,19.36,0.0,8.01,155,18,0.13,1.42,21,178,306,88,4.87,0.013,0,0,3.01,0.299,0.0,0.0,0.0,3.9,0.12,64,0.0,0.0,3.214,0.323,3.355,0,0.89,0,0,0,0,0,4.58,0.785,0,0.24
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD",Мясо,61.05,26.18,0.0,13.44,233,28,0.15,1.9,22,195,308,91,6.65,0.014,0,0,3.56,0.211,0.0,0.0,0.0,5.1,0.1,91,0.0,0.0,5.264,0.546,5.843,0,1.06,0,0,0,0,0,4.695,0.775,0,0.29
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW",Мясо,63.82,17.06,0.0,18.89,243,16,0.12,1.35,19,168,281,72,3.52,0.012,0,0,2.6,0.26,0.0,0.0,0.0,6.5,0.107,65,0.0,0.0,7.697,0.777,9.125,0,0.83,0,0,0,0,0,3.994,0.677,0,0.212
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,CKD,BRSD",Мясо,51.03,29.7,0.0,20.38,311,27,0.188,2.42,23,201,268,73,6.64,0.018,0,0,3.25,0.203,0.0,0.0,0.0,9.2,0.093,106,0.0,0.0,8.173,0.83,9.696,0,0.93,0,0,0,0,0,4.369,0.707,0,0.263
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN,1/8""FAT,RAW",Мясо,73.95,19.88,0.0,5.81,137,15,0.139,1.54,22,193,325,83,4.16,0.015,0,0,3.01,0.299,0.0,0.0,0.0,7.7,0.12,62,0.0,0.0,2.424,0.27,2.335,0,0.95,0,0,0,0,0,4.58,0.785,0,0.24
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN,1/8""FAT,CKD,BRSD",Мясо,56.98,34.17,0.0,10.23,238,27,0.215,2.71,25,221,287,78,7.78,0.02,0,0,3.56,0.211,0.0,0.0,0.0,10.6,0.1,111,0.0,0.0,4.16,0.499,4.173,0,1.03,0,0,0,0,0,4.695,0.775,0,0.29
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN&FAT,1/8""FAT,RAW",Мясо,62.13,16.48,0.0,21.28,262,19,0.109,1.21,17,150,260,78,4.37,0.01,0,0,2.61,0.261,0.0,0.0,0.0,6.9,0.107,67,0.0,0.0,8.579,0.864,10.3,0,0.76,0,0,0,0,0,4.004,0.679,0,0.213
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN&FAT,1/8""FAT,CKD,BRLD",Мясо,56.63,21.71,0.0,22.03,291,28,0.121,1.58,20,177,295,88,5.61,0.012,0,0,3.3,0.205,0.0,0.0,0.0,8.2,0.095,84,0.0,0.0,8.644,0.82,10.51,0,0.98,0,0,0,0,0,4.43,0.72,0,0.268
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN,1/8""FAT,RAW",Мясо,71.62,19.1,0.0,9.09,164,19,0.126,1.36,20,170,298,90,5.22,0.012,0,0,3.01,0.299,0.0,0.0,0.0,8.1,0.12,64,0.0,0.0,3.611,0.357,3.883,0,0.87,0,0,0,0,0,4.58,0.785,0,0.24
LAMB,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN,1/8""FAT,CKD,BRLD",Мясо,62.25,23.83,0.0,14.38,231,28,0.131,1.67,21,188,315,94,6.32,0.013,0,0,3.56,0.211,0.0,0.0,0.0,9.0,0.1,85,0.0,0.0,5.589,0.559,6.334,0,1.07,0,0,0,0,0,4.695,0.775,0,0.29
YOGURT,"YOGURT,PLN,WHL MILK,8 GRAMS PROT PER 8 OZ",Молочные продукты.,87.9,3.47,4.66,3.25,61,121,0.009,0.05,12,95,155,46,0.59,0.004,99,27,0.37,0.032,0.5,0.06,0.2,2.2,0.029,13,0.0,4.659999847,0.893,0.092,2.096,0,0.72,5,0,15,0,0,0.075,0.389,27,0.142
YOGURT,"YOGURT,PLN,LOFAT,12 GRAMS PROT PER 8 OZ",Молочные продукты.,85.07,5.25,7.04,1.55,63,183,0.013,0.08,17,144,234,70,0.89,0.004,51,14,0.56,0.049,0.8,0.03,0.2,3.3,0.044,6,0.0,7.039999962,0.426,0.044,1.0,0,1.09,2,0,15,0,0,0.114,0.591,14,0.214
YOGURT,"YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ",Молочные продукты.,85.23,5.73,7.68,0.18,56,199,0.015,0.09,19,157,255,77,0.97,0.005,7,2,0.61,0.053,0.9,0.0,0.2,3.6,0.048,2,0.0,7.679999828,0.049,0.005,0.116,0,1.18,0,0,15,0,0,0.124,0.641,2,0.234
YOGURT,"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ",Молочные продукты.,79.0,4.93,13.8,1.25,85,171,0.013,0.07,16,135,219,66,0.83,0.004,43,12,0.53,0.045,0.8,0.02,0.1,4.9,0.042,5,0.0,13.80000019,0.343,0.036,0.806,0,1.02,2,0,15,0,0,0.107,0.552,12,0.201
YOGURT,"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ",Молочные продукты.,75.3,3.98,18.64,1.15,99,138,0.079,0.06,13,109,177,53,0.67,0.064,40,11,0.43,0.037,0.6,0.02,0.1,2.8,0.034,5,0.0,18.63999939,0.316,0.033,0.742,0,0.93,2,0,15,0,0,0.086,0.446,11,0.162
YOGURT,"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ",Молочные продукты.,74.48,4.37,19.05,1.08,102,152,0.08,0.07,15,119,195,58,0.74,0.065,36,10,0.47,0.04,0.7,0.02,0.1,3.1,0.037,4,0.0,19.04999924,0.297,0.031,0.697,0,1.02,2,0,14,0,0,0.095,0.489,10,0.178
YOGURT,"YOGURT,FRUIT,LOFAT,11 GRAMS PROT PER 8 OZ",Молочные продукты.,74.1,4.86,18.6,1.41,105,169,0.08,0.07,16,133,216,65,0.82,0.065,60,0,0.52,0.045,0.7,0.0,0.0,3.1,0.041,6,0.0,0.0,0.387,0.04,0.909,0,1.03,0,0,0,0,0,0.105,0.544,0,0.198
YOGURT,"YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR",Молочные продукты.,87.43,3.86,7.5,0.18,47,143,0.079,0.12,13,109,177,59,0.67,0.0,0,0,0.43,0.037,1.1,0.0,0.0,3.1,0.034,2,0.0,7.5,0.049,0.005,0.116,0,1.0,0,0,15,0,0,0.086,0.0,0,0.162
YOGURT,"YOGURT,CHOC,NONFAT MILK",Молочные продукты.,71.57,3.53,23.53,0.0,108,88,0.209,0.42,40,166,339,135,1.13,0.0,0,0,0.5,0.047,0.0,0.0,0.0,7.0,0.047,1,1.200000048,14.97000027,0.0,0.0,0.0,0,1.37,0,0,15,0,0,0.223,0.0,0,0.215
YOGURT,"YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",Молочные продукты.,74.1,4.86,18.6,1.41,105,152,0.08,0.07,16,133,194,58,0.82,0.065,441,131,0.52,0.045,0.7,0.06,1.2,3.1,0.041,6,0.0,2.900000095,0.387,0.04,0.909,0,1.03,4,0,15,0,0,0.105,0.544,131,0.18
YOGURT,"YOGURT,FRUIT VAR,NON-FAT",Молочные продукты.,75.4,4.4,19.0,0.2,95,152,0.011,0.07,15,119,194,58,0.74,0.035,12,2,0.47,0.04,0.7,0.06,1.1,6.0,0.04,2,0.0,19.0,0.05,0.016,0.119,0,1.0,4,0,16,8,0,0.1,0.0,2,0.18
BARLEY,"BARLEY,HULLED",Крупы,9.44,12.48,73.48,2.3,354,33,0.498,3.6,133,264,452,12,2.77,1.943,22,1,0.0,0.318,0.0,0.57,2.2,37.7,0.646,0,17.29999924,0.800000012,0.295,1.108,0.482,0,2.29,13,0,0,160,0,4.604,0.282,0,0.285
BARLEY,"BARLEY,PEARLED,RAW",Крупы,10.09,9.91,77.72,1.16,352,29,0.42,2.5,79,221,280,9,2.13,1.322,22,1,0.0,0.26,0.0,0.02,2.2,37.7,0.191,0,15.60000038,0.800000012,0.149,0.56,0.244,0,1.11,13,0,38,160,0,4.604,0.282,0,0.114
BARLEY,"BARLEY,PEARLED,COOKED",Крупы,68.8,2.26,28.22,0.44,123,11,0.105,1.33,22,54,93,3,0.82,0.259,7,0,0.0,0.115,0.0,0.01,0.8,8.6,0.083,0,3.799999952,0.280000001,0.057,0.214,0.093,0,0.27,5,0,13,56,0,2.063,0.135,0,0.062
KIWIFRUIT,"KIWIFRUIT,(CHINESE GOOSEBERRIES),HELD IN STORAGE,RAW",Фрукты,83.05,0.99,14.88,0.44,61,26,0.0,0.41,30,40,332,5,0.0,0.0,175,9,0.0,0.0,75.0,0.0,0.0,0.0,0.02,0,3.400000095,0.0,0.0,0.0,0.0,0,0.64,0,0,0,0,0,0.5,0.0,0,0.05
WATERCHESTNUTS,"WATERCHESTNUTS,CHINESE,(MATAI),RAW",Овощи и фрукты.,73.46,1.4,23.94,0.1,97,11,0.326,0.06,22,63,584,14,0.5,0.331,0,0,0.0,0.328,4.0,1.2,0.3,0.7,0.14,0,3.0,4.800000191,0.002,0.043,0.026,0,1.1,0,0,36,0,0,1.0,0.479,0,0.2
WATERCHESTNUTS,"WATERCHESTNUTS,CHINESE,CND,SOL&LIQUIDS",Овощи и фрукты.,86.42,0.88,12.3,0.06,50,4,0.1,0.87,5,19,118,8,0.38,0.161,0,0,0.0,0.159,1.3,0.5,0.2,0.7,0.011,0,2.5,2.460000038,0.001,0.026,0.016,0,0.34,0,0,18,0,0,0.36,0.221,0,0.024
WHEAT BRAN,"WHEAT BRAN,CRUDE",Крупы,9.89,15.55,64.51,4.25,216,73,0.998,10.57,611,1013,1182,2,7.27,11.5,9,0,0.0,1.303,0.0,1.49,1.9,77.6,0.523,0,42.79999924,0.409999996,0.637,2.212,0.63,0,5.79,6,0,74,240,0,13.578,2.181,0,0.577
VEGETABLE OIL,"VEGETABLE OIL,COCONUT",Масло/жир,0.0,0.0,0.0,100.0,862,0,0.0,0.04,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.09,0.5,0.0,0.0,0,0.0,0.0,5.8,1.8,86.5,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
VEGETABLE OIL,"VEGETABLE OIL,PALM KERNEL",Масло/жир,0.0,0.0,0.0,100.0,862,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3.81,24.7,0.0,0.0,0,0.0,0.0,11.4,1.6,81.5,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
VEGETABLE OIL,"VEGETABLE OIL,SOYBN LECITHIN",Масло/жир,0.0,0.0,0.0,100.0,763,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.18,183.9,0.0,0.0,0,0.0,0.0,10.977,45.318,15.005,0,0.0,0,0,350,0,0,0.0,0.0,0,0.0
VEGETABLE OIL,"VEGETABLE OIL,AVOCADO",Масло/жир,0.0,0.0,0.0,100.0,884,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,70.554,13.486,11.56,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
VEGETABLE OIL,"VEGETABLE OIL,MUSTARD",Масло/жир,0.0,0.0,0.0,100.0,884,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,59.187,21.23,11.582,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
VEGETABLE OIL,"VEGETABLE OIL,OAT",Масло/жир,0.0,0.0,0.0,100.0,884,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14.4,24.7,0.0,0.0,0,0.0,0.0,35.11,40.87,19.62,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
TURKEY AND GRAVY,"TURKEY AND GRAVY,FROZEN",Мясо,85.07,5.88,4.61,2.63,67,14,0.022,0.93,8,81,61,554,0.7,0.005,42,13,0.24,0.1,0.0,0.0,0.0,19.2,0.024,18,0.0,0.0,0.97,0.47,0.85,0,1.81,0,0,0,0,0,1.799,0.213,13,0.127
WHEAT GERM,"WHEAT GERM,CRUDE",Крупы.,11.12,23.15,51.8,9.72,360,39,0.796,6.26,239,842,892,12,12.29,13.301,0,0,0.0,1.3,0.0,0.0,0.0,79.2,1.882,0,13.19999981,0.0,1.365,6.01,1.665,0,4.21,0,0,0,0,0,6.813,2.257,0,0.499
BUCKWHEAT FLR,"BUCKWHEAT FLR,WHOLE-GROAT",Крупы,11.15,12.62,70.59,3.1,335,41,0.515,4.06,251,337,577,11,3.12,2.03,0,0,0.0,0.582,0.0,0.32,7.0,5.7,0.417,0,10.0,2.599999905,0.949,0.949,0.677,0,2.54,0,0,54,220,0,6.15,0.44,0,0.19
PEAS,"PEAS,EDIBLE-PODDED,RAW",Овощи и фрукты.,88.89,2.8,7.55,0.2,42,43,0.079,2.08,24,53,200,4,0.27,0.244,1087,54,0.0,0.16,60.0,0.39,25.0,0.7,0.15,0,2.599999905,4.0,0.021,0.089,0.039,44,0.56,630,0,17,740,0,0.6,0.75,0,0.08
PEAS,"PEAS,EDIBLE-PODDED,BLD,DRND,WO/ SALT",Овощи и фрукты.,88.91,3.27,7.05,0.23,42,42,0.077,1.97,26,55,240,4,0.37,0.168,1030,52,0.0,0.144,47.9,0.39,25.0,0.7,0.128,0,2.799999952,3.99000001,0.023,0.1,0.044,42,0.54,597,0,17,702,0,0.539,0.673,0,0.076
PEAS,"PEAS,EDIBLE-PODDED,FRZ,UNPREP",Овощи и фрукты.,89.3,2.8,7.2,0.3,42,50,0.076,2.0,23,51,192,4,0.41,0.235,140,7,0.0,0.154,22.0,0.0,0.0,0.7,0.06,0,3.099999905,0.0,0.031,0.133,0.058,0,0.4,0,0,0,0,0,0.5,0.72,0,0.1
PEAS,"PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,WO/SALT",Овощи и фрукты.,86.6,3.5,9.02,0.38,52,59,0.09,2.4,28,58,217,5,0.49,0.28,1311,66,0.0,0.174,22.0,0.47,30.2,0.8,0.064,0,3.099999905,4.820000172,0.039,0.167,0.073,53,0.5,760,0,21,893,0,0.563,0.857,0,0.119
PEAS,"PEAS,GREEN,RAW",Овощи и фрукты.,78.86,5.42,14.45,0.4,81,25,0.176,1.47,33,108,244,5,1.24,0.41,765,38,0.0,0.169,40.0,0.13,24.8,1.8,0.266,0,5.099999905,5.670000076,0.035,0.187,0.071,21,0.87,449,0,28,2477,0,2.09,0.104,0,0.132
PEAS,"PEAS,GRN,CKD,BLD,DRND,WO/SALT",Овощи и фрукты.,77.87,5.36,15.63,0.22,84,27,0.173,1.54,39,117,271,3,1.19,0.525,801,40,0.0,0.216,14.2,0.14,25.9,1.9,0.259,0,5.5,5.929999828,0.019,0.102,0.039,22,0.92,470,0,30,2593,0,2.021,0.153,0,0.149
PEAS,"PEAS,GRN,CND,REG PK,SOL&LIQUIDS",Овощи и фрукты.,85.92,3.19,9.75,0.3,53,18,0.108,1.02,17,53,100,250,0.7,0.264,1444,72,0.0,0.065,9.8,0.02,16.5,1.3,0.111,0,3.299999952,3.200000048,0.025,0.132,0.05,14,0.84,859,0,19,1650,0,0.842,0.091,0,0.073
PEAS,"PEAS,GRN (INCL BABY & LESUER TYPES),CND,DRND SOI,UNPREP",Овощи и фрукты.,82.4,4.47,11.38,0.62,69,23,0.105,1.22,18,69,103,291,0.63,0.213,865,43,0.0,0.056,9.6,0.38,36.8,1.7,0.13,0,4.900000095,2.99000001,0.031,0.163,0.062,9,1.12,514,0,23,1350,0,0.988,0.24,0,0.064
